date,vader_stopwords,vader_no_stopwords,textblob_stopwords,textblob_no_stopwords,finbert_sentiment_score
2021-12-31 23:59:59,0.2206669184968021,0.2234592974710524,0.1431509250946724,0.1323980755791132,0.6744995562376237
2022-12-31 23:59:59,0.1865973191000562,0.1892485107482631,0.1282156490628156,0.1181195701547537,0.7039669258974358
2023-12-31 23:59:59,0.1454261577102397,0.1472578507822396,0.0976475943349484,0.0843986631889857,0.7432496584615385
